Time [s], Reference [V], Output [V], Non-Inverting Input [V], Inverting Input [V], Capacitor Charge [C]
0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.500000e+00, -2.196259e-09
2.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.497804e+00, -4.390589e-09
3.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.495609e+00, -6.582991e-09
4.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.493417e+00, -8.773467e-09
5.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.491227e+00, -1.096202e-08
6.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.489038e+00, -1.314865e-08
7.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.486851e+00, -1.533336e-08
8.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.484667e+00, -1.751615e-08
9.000000e-03, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.482484e+00, -1.969702e-08
1.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.480303e+00, -2.187597e-08
1.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.478124e+00, -2.405301e-08
1.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.475947e+00, -2.622814e-08
1.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.473772e+00, -2.840136e-08
1.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.471599e+00, -3.057267e-08
1.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.469427e+00, -3.274207e-08
1.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.467258e+00, -3.490956e-08
1.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.465090e+00, -3.707516e-08
1.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.462925e+00, -3.923884e-08
1.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.460761e+00, -4.140063e-08
2.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.458599e+00, -4.356052e-08
2.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.456439e+00, -4.571851e-08
2.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.454281e+00, -4.787461e-08
2.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.452125e+00, -5.002881e-08
2.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.449971e+00, -5.218112e-08
2.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.447819e+00, -5.433154e-08
2.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.445668e+00, -5.648006e-08
2.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.443520e+00, -5.862671e-08
2.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.441373e+00, -6.077146e-08
2.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.439229e+00, -6.291433e-08
3.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.437086e+00, -6.505532e-08
3.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.434945e+00, -6.719443e-08
3.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.432806e+00, -6.933166e-08
3.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.430668e+00, -7.146701e-08
3.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.428533e+00, -7.360048e-08
3.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.426400e+00, -7.573209e-08
3.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.424268e+00, -7.786181e-08
3.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.422138e+00, -7.998967e-08
3.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.420010e+00, -8.211566e-08
3.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.417884e+00, -8.423978e-08
4.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.415760e+00, -8.636203e-08
4.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.413638e+00, -8.848242e-08
4.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.411518e+00, -9.060095e-08
4.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.409399e+00, -9.271762e-08
4.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.407282e+00, -9.483242e-08
4.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.405168e+00, -9.694537e-08
4.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.403055e+00, -9.905647e-08
4.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.400944e+00, -1.011657e-07
4.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.398834e+00, -1.032731e-07
4.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.396727e+00, -1.053786e-07
5.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.394621e+00, -1.074823e-07
5.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.392518e+00, -1.095841e-07
5.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.390416e+00, -1.116841e-07
5.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.388316e+00, -1.137823e-07
5.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.386218e+00, -1.158786e-07
5.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.384121e+00, -1.179730e-07
5.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.382027e+00, -1.200657e-07
5.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.379934e+00, -1.221564e-07
5.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.377844e+00, -1.242454e-07
5.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.375755e+00, -1.263325e-07
6.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.373668e+00, -1.284178e-07
6.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.371582e+00, -1.305012e-07
6.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.369499e+00, -1.325828e-07
6.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.367417e+00, -1.346626e-07
6.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.365337e+00, -1.367406e-07
6.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.363259e+00, -1.388167e-07
6.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.361183e+00, -1.408910e-07
6.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.359109e+00, -1.429635e-07
6.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.357037e+00, -1.450342e-07
6.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.354966e+00, -1.471030e-07
7.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.352897e+00, -1.491700e-07
7.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.350830e+00, -1.512352e-07
7.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.348765e+00, -1.532986e-07
7.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.346701e+00, -1.553602e-07
7.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.344640e+00, -1.574200e-07
7.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.342580e+00, -1.594780e-07
7.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.340522e+00, -1.615341e-07
7.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.338466e+00, -1.635885e-07
7.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.336412e+00, -1.656410e-07
7.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.334359e+00, -1.676918e-07
8.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.332308e+00, -1.697407e-07
8.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.330259e+00, -1.717878e-07
8.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.328212e+00, -1.738332e-07
8.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.326167e+00, -1.758767e-07
8.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.324123e+00, -1.779185e-07
8.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.322082e+00, -1.799584e-07
8.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.320042e+00, -1.819966e-07
8.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.318003e+00, -1.840330e-07
8.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.315967e+00, -1.860676e-07
8.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.313932e+00, -1.881004e-07
9.000000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.311900e+00, -1.901314e-07
9.100000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.309869e+00, -1.921606e-07
9.200000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.307839e+00, -1.941881e-07
9.300000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.305812e+00, -1.962137e-07
9.400000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.303786e+00, -1.982376e-07
9.500000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.301762e+00, -2.002597e-07
9.600000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.299740e+00, -2.022800e-07
9.700000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.297720e+00, -2.042986e-07
9.800000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.295701e+00, -2.063154e-07
9.900000e-02, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.293685e+00, -2.083304e-07
1.000000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.291670e+00, -2.103436e-07
1.010000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.289656e+00, -2.123551e-07
1.020000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.287645e+00, -2.143648e-07
1.030000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.285635e+00, -2.163727e-07
1.040000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.283627e+00, -2.183789e-07
1.050000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.281621e+00, -2.203833e-07
1.060000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.279617e+00, -2.223860e-07
1.070000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.277614e+00, -2.243869e-07
1.080000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.275613e+00, -2.263860e-07
1.090000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.273614e+00, -2.283834e-07
1.100000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.271617e+00, -2.303790e-07
1.110000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.269621e+00, -2.323729e-07
1.120000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.267627e+00, -2.343650e-07
1.130000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.265635e+00, -2.363554e-07
1.140000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.263645e+00, -2.383440e-07
1.150000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.261656e+00, -2.403309e-07
1.160000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.259669e+00, -2.423160e-07
1.170000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.257684e+00, -2.442994e-07
1.180000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.255701e+00, -2.462810e-07
1.190000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.253719e+00, -2.482609e-07
1.200000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.251739e+00, -2.502391e-07
1.210000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.249761e+00, -2.522155e-07
1.220000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.247784e+00, -2.541902e-07
1.230000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.245810e+00, -2.561631e-07
1.240000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.243837e+00, -2.581344e-07
1.250000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.241866e+00, -2.601039e-07
1.260000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.239896e+00, -2.620716e-07
1.270000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.237928e+00, -2.640376e-07
1.280000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.235962e+00, -2.660019e-07
1.290000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.233998e+00, -2.679645e-07
1.300000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.232035e+00, -2.699254e-07
1.310000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.230075e+00, -2.718845e-07
1.320000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.228116e+00, -2.738419e-07
1.330000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.226158e+00, -2.757976e-07
1.340000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.224202e+00, -2.777516e-07
1.350000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.222248e+00, -2.797038e-07
1.360000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.220296e+00, -2.816544e-07
1.370000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.218346e+00, -2.836032e-07
1.380000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.216397e+00, -2.855503e-07
1.390000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.214450e+00, -2.874957e-07
1.400000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.212504e+00, -2.894394e-07
1.410000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.210561e+00, -2.913814e-07
1.420000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.208619e+00, -2.933216e-07
1.430000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.206678e+00, -2.952602e-07
1.440000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.204740e+00, -2.971971e-07
1.450000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.202803e+00, -2.991323e-07
1.460000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.200868e+00, -3.010657e-07
1.470000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.198934e+00, -3.029975e-07
1.480000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.197002e+00, -3.049276e-07
1.490000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.195072e+00, -3.068560e-07
1.500000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.193144e+00, -3.087826e-07
1.510000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.191217e+00, -3.107076e-07
1.520000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.189292e+00, -3.126309e-07
1.530000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.187369e+00, -3.145526e-07
1.540000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.185447e+00, -3.164725e-07
1.550000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.183528e+00, -3.183907e-07
1.560000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.181609e+00, -3.203073e-07
1.570000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.179693e+00, -3.222221e-07
1.580000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.177778e+00, -3.241353e-07
1.590000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.175865e+00, -3.260468e-07
1.600000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.173953e+00, -3.279567e-07
1.610000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.172043e+00, -3.298648e-07
1.620000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.170135e+00, -3.317713e-07
1.630000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.168229e+00, -3.336761e-07
1.640000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.166324e+00, -3.355792e-07
1.650000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.164421e+00, -3.374806e-07
1.660000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.162519e+00, -3.393804e-07
1.670000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.160620e+00, -3.412785e-07
1.680000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.158721e+00, -3.431750e-07
1.690000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.156825e+00, -3.450698e-07
1.700000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.154930e+00, -3.469629e-07
1.710000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.153037e+00, -3.488543e-07
1.720000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.151146e+00, -3.507441e-07
1.730000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.149256e+00, -3.526322e-07
1.740000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.147368e+00, -3.545187e-07
1.750000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.145481e+00, -3.564035e-07
1.760000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.143596e+00, -3.582867e-07
1.770000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.141713e+00, -3.601682e-07
1.780000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.139832e+00, -3.620480e-07
1.790000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.137952e+00, -3.639262e-07
1.800000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.136074e+00, -3.658028e-07
1.810000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.134197e+00, -3.676777e-07
1.820000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.132322e+00, -3.695509e-07
1.830000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.130449e+00, -3.714225e-07
1.840000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.128577e+00, -3.732925e-07
1.850000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.126707e+00, -3.751608e-07
1.860000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.124839e+00, -3.770275e-07
1.870000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.122972e+00, -3.788926e-07
1.880000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.121107e+00, -3.807560e-07
1.890000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.119244e+00, -3.826177e-07
1.900000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.117382e+00, -3.844778e-07
1.910000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.115522e+00, -3.863363e-07
1.920000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.113664e+00, -3.881932e-07
1.930000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.111807e+00, -3.900484e-07
1.940000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.109952e+00, -3.919020e-07
1.950000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.108098e+00, -3.937540e-07
1.960000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.106246e+00, -3.956043e-07
1.970000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.104396e+00, -3.974531e-07
1.980000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.102547e+00, -3.993002e-07
1.990000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.100700e+00, -4.011456e-07
2.000000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.098854e+00, -4.029895e-07
2.010000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.097011e+00, -4.048317e-07
2.020000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.095168e+00, -4.066723e-07
2.030000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.093328e+00, -4.085113e-07
2.040000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.091489e+00, -4.103487e-07
2.050000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.089651e+00, -4.121845e-07
2.060000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.087816e+00, -4.140186e-07
2.070000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.085981e+00, -4.158512e-07
2.080000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.084149e+00, -4.176821e-07
2.090000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.082318e+00, -4.195114e-07
2.100000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.080489e+00, -4.213391e-07
2.110000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.078661e+00, -4.231653e-07
2.120000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.076835e+00, -4.249898e-07
2.130000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.075010e+00, -4.268127e-07
2.140000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.073187e+00, -4.286340e-07
2.150000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.071366e+00, -4.304537e-07
2.160000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.069546e+00, -4.322718e-07
2.170000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.067728e+00, -4.340883e-07
2.180000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.065912e+00, -4.359032e-07
2.190000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.064097e+00, -4.377165e-07
2.200000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.062283e+00, -4.395282e-07
2.210000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.060472e+00, -4.413384e-07
2.220000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.058662e+00, -4.431469e-07
2.230000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.056853e+00, -4.449539e-07
2.240000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.055046e+00, -4.467592e-07
2.250000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.053241e+00, -4.485630e-07
2.260000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.051437e+00, -4.503652e-07
2.270000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.049635e+00, -4.521658e-07
2.280000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.047834e+00, -4.539648e-07
2.290000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.046035e+00, -4.557623e-07
2.300000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.044238e+00, -4.575582e-07
2.310000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.042442e+00, -4.593525e-07
2.320000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.040648e+00, -4.611452e-07
2.330000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.038855e+00, -4.629363e-07
2.340000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.037064e+00, -4.647259e-07
2.350000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.035274e+00, -4.665139e-07
2.360000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.033486e+00, -4.683003e-07
2.370000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.031700e+00, -4.700852e-07
2.380000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.029915e+00, -4.718684e-07
2.390000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.028132e+00, -4.736502e-07
2.400000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.026350e+00, -4.754303e-07
2.410000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.024570e+00, -4.772089e-07
2.420000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.022791e+00, -4.789859e-07
2.430000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.021014e+00, -4.807614e-07
2.440000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.019239e+00, -4.825353e-07
2.450000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.017465e+00, -4.843077e-07
2.460000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.015692e+00, -4.860785e-07
2.470000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.013922e+00, -4.878477e-07
2.480000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.012152e+00, -4.896154e-07
2.490000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.010385e+00, -4.913815e-07
2.500000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.008618e+00, -4.931461e-07
2.510000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.006854e+00, -4.949091e-07
2.520000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.005091e+00, -4.966706e-07
2.530000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.003329e+00, -4.984305e-07
2.540000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 2.001569e+00, -5.001889e-07
2.550000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.999811e+00, -5.019458e-07
2.560000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.998054e+00, -5.037011e-07
2.570000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.996299e+00, -5.054548e-07
2.580000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.994545e+00, -5.072070e-07
2.590000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.992793e+00, -5.089577e-07
2.600000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.991042e+00, -5.107068e-07
2.610000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.989293e+00, -5.124544e-07
2.620000e-01, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.987546e+00, -5.142005e-07
