Time [s], Reference [V], Output [V], Non-Inverting Input [V], Inverting Input [V], Capacitor Charge [C]
3.127000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.444179e+00, -1.057089e-06
3.128000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.442911e+00, -1.058357e-06
3.129000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.441643e+00, -1.059623e-06
3.130000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.440377e+00, -1.060889e-06
3.131000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.439111e+00, -1.062153e-06
3.132000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.437847e+00, -1.063416e-06
3.133000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.436584e+00, -1.064678e-06
3.134000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.435322e+00, -1.065939e-06
3.135000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.434061e+00, -1.067199e-06
3.136000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.432801e+00, -1.068458e-06
3.137000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.431542e+00, -1.069715e-06
3.138000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.430285e+00, -1.070972e-06
3.139000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.429028e+00, -1.072227e-06
3.140000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.427773e+00, -1.073481e-06
3.141000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.426519e+00, -1.074735e-06
3.142000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.425265e+00, -1.075987e-06
3.143000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.424013e+00, -1.077238e-06
3.144000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.422762e+00, -1.078488e-06
3.145000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.421512e+00, -1.079736e-06
3.146000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.420264e+00, -1.080984e-06
3.147000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.419016e+00, -1.082231e-06
3.148000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.417769e+00, -1.083476e-06
3.149000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.416524e+00, -1.084721e-06
3.150000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.415279e+00, -1.085964e-06
3.151000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.414036e+00, -1.087206e-06
3.152000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.412794e+00, -1.088447e-06
3.153000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.411553e+00, -1.089688e-06
3.154000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.410312e+00, -1.090926e-06
3.155000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.409074e+00, -1.092164e-06
3.156000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.407836e+00, -1.093401e-06
3.157000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.406599e+00, -1.094637e-06
3.158000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.405363e+00, -1.095871e-06
3.159000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.404129e+00, -1.097105e-06
3.160000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.402895e+00, -1.098337e-06
3.161000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.401663e+00, -1.099569e-06
3.162000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.400431e+00, -1.100799e-06
3.163000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.399201e+00, -1.102028e-06
3.164000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.397972e+00, -1.103256e-06
3.165000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.396744e+00, -1.104483e-06
3.166000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.395517e+00, -1.105709e-06
3.167000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.394291e+00, -1.106934e-06
3.168000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.393066e+00, -1.108158e-06
3.169000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.391842e+00, -1.109381e-06
3.170000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.390619e+00, -1.110603e-06
3.171000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.389397e+00, -1.111823e-06
3.172000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.388177e+00, -1.113043e-06
3.173000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.386957e+00, -1.114261e-06
3.174000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.385739e+00, -1.115478e-06
3.175000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.384522e+00, -1.116695e-06
3.176000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.383305e+00, -1.117910e-06
3.177000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.382090e+00, -1.119124e-06
3.178000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.380876e+00, -1.120337e-06
3.179000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.379663e+00, -1.121549e-06
3.180000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.378451e+00, -1.122760e-06
3.181000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.377240e+00, -1.123970e-06
3.182000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.376030e+00, -1.125179e-06
3.183000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.374821e+00, -1.126387e-06
3.184000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.373613e+00, -1.127594e-06
3.185000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.372406e+00, -1.128799e-06
3.186000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.371201e+00, -1.130004e-06
3.187000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.369996e+00, -1.131207e-06
3.188000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.368793e+00, -1.132410e-06
3.189000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.367590e+00, -1.133611e-06
3.190000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.366389e+00, -1.134812e-06
3.191000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.365188e+00, -1.136011e-06
3.192000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.363989e+00, -1.137209e-06
3.193000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.362791e+00, -1.138406e-06
3.194000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.361594e+00, -1.139603e-06
3.195000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.360397e+00, -1.140798e-06
3.196000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.359202e+00, -1.141992e-06
3.197000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.358008e+00, -1.143185e-06
3.198000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.356815e+00, -1.144377e-06
3.199000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.355623e+00, -1.145568e-06
3.200000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.354432e+00, -1.146758e-06
3.201000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.353242e+00, -1.147946e-06
3.202000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.352054e+00, -1.149134e-06
3.203000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.350866e+00, -1.150321e-06
3.204000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.349679e+00, -1.151507e-06
3.205000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.348493e+00, -1.152691e-06
3.206000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.347309e+00, -1.153875e-06
3.207000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.346125e+00, -1.155058e-06
3.208000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.344942e+00, -1.156239e-06
3.209000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.343761e+00, -1.157420e-06
3.210000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.342580e+00, -1.158599e-06
3.211000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.341401e+00, -1.159777e-06
3.212000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.340223e+00, -1.160955e-06
3.213000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.339045e+00, -1.162131e-06
3.214000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.337869e+00, -1.163307e-06
3.215000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.336693e+00, -1.164481e-06
3.216000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.335519e+00, -1.165654e-06
3.217000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.334346e+00, -1.166826e-06
3.218000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.333174e+00, -1.167997e-06
3.219000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.332003e+00, -1.169168e-06
3.220000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.330832e+00, -1.170337e-06
3.221000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.329663e+00, -1.171505e-06
3.222000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.328495e+00, -1.172672e-06
3.223000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.327328e+00, -1.173838e-06
3.224000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.326162e+00, -1.175003e-06
3.225000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.324997e+00, -1.176167e-06
3.226000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.323833e+00, -1.177330e-06
3.227000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.322670e+00, -1.178492e-06
3.228000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.321508e+00, -1.179653e-06
3.229000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.320347e+00, -1.180813e-06
3.230000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.319187e+00, -1.181972e-06
3.231000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.318028e+00, -1.183130e-06
3.232000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.316870e+00, -1.184287e-06
3.233000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.315713e+00, -1.185442e-06
3.234000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.314558e+00, -1.186597e-06
3.235000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.313403e+00, -1.187751e-06
3.236000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.312249e+00, -1.188904e-06
3.237000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.311096e+00, -1.190056e-06
3.238000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.309944e+00, -1.191207e-06
3.239000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.308793e+00, -1.192356e-06
3.240000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.307644e+00, -1.193505e-06
3.241000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.306495e+00, -1.194653e-06
3.242000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.305347e+00, -1.195800e-06
3.243000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.304200e+00, -1.196945e-06
3.244000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.303055e+00, -1.198090e-06
3.245000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.301910e+00, -1.199234e-06
3.246000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.300766e+00, -1.200377e-06
3.247000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.299623e+00, -1.201518e-06
3.248000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.298482e+00, -1.202659e-06
3.249000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.297341e+00, -1.203799e-06
3.250000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.296201e+00, -1.204937e-06
3.251000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.295063e+00, -1.206075e-06
3.252000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.293925e+00, -1.207212e-06
3.253000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.292788e+00, -1.208348e-06
3.254000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.291652e+00, -1.209482e-06
3.255000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.290518e+00, -1.210616e-06
3.256000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.289384e+00, -1.211749e-06
3.257000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.288251e+00, -1.212881e-06
3.258000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.287119e+00, -1.214011e-06
3.259000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.285989e+00, -1.215141e-06
3.260000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.284859e+00, -1.216270e-06
3.261000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.283730e+00, -1.217398e-06
3.262000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.282602e+00, -1.218524e-06
3.263000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.281476e+00, -1.219650e-06
3.264000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.280350e+00, -1.220775e-06
3.265000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.279225e+00, -1.221899e-06
3.266000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.278101e+00, -1.223021e-06
3.267000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.276979e+00, -1.224143e-06
3.268000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.275857e+00, -1.225264e-06
3.269000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.274736e+00, -1.226384e-06
3.270000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.273616e+00, -1.227503e-06
3.271000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.272497e+00, -1.228621e-06
3.272000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.271379e+00, -1.229738e-06
3.273000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.270262e+00, -1.230854e-06
3.274000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.269146e+00, -1.231969e-06
3.275000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.268031e+00, -1.233083e-06
3.276000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.266917e+00, -1.234196e-06
3.277000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.265804e+00, -1.235308e-06
3.278000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.264692e+00, -1.236419e-06
3.279000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.263581e+00, -1.237529e-06
3.280000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.262471e+00, -1.238638e-06
3.281000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.261362e+00, -1.239746e-06
3.282000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.260254e+00, -1.240853e-06
3.283000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.259147e+00, -1.241959e-06
3.284000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.258041e+00, -1.243064e-06
3.285000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.256936e+00, -1.244169e-06
3.286000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.255831e+00, -1.245272e-06
3.287000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.254728e+00, -1.246374e-06
3.288000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.253626e+00, -1.247475e-06
3.289000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.252525e+00, -1.248576e-06
3.290000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.251424e+00, -1.249675e-06
3.291000e+00, 2.500000e+00, 0.000000e+00, 1.250000e+00, 1.250325e+00, -1.250774e-06
3.292000e+00, 2.500000e+00, 5.000000e+00, 1.250000e+00, 1.249226e+00, -1.247478e-06
3.293000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.252522e+00, -1.244186e-06
3.294000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.255814e+00, -1.240897e-06
3.295000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.259103e+00, -1.237611e-06
3.296000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.262389e+00, -1.234327e-06
3.297000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.265673e+00, -1.231047e-06
3.298000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.268953e+00, -1.227769e-06
3.299000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.272231e+00, -1.224494e-06
3.300000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.275506e+00, -1.221222e-06
3.301000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.278778e+00, -1.217953e-06
3.302000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.282047e+00, -1.214687e-06
3.303000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.285313e+00, -1.211423e-06
3.304000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.288577e+00, -1.208163e-06
3.305000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.291837e+00, -1.204905e-06
3.306000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.295095e+00, -1.201650e-06
3.307000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.298350e+00, -1.198398e-06
3.308000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.301602e+00, -1.195149e-06
3.309000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.304851e+00, -1.191903e-06
3.310000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.308097e+00, -1.188660e-06
3.311000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.311340e+00, -1.185419e-06
3.312000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.314581e+00, -1.182182e-06
3.313000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.317818e+00, -1.178947e-06
3.314000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.321053e+00, -1.175715e-06
3.315000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.324285e+00, -1.172486e-06
3.316000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.327514e+00, -1.169259e-06
3.317000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.330741e+00, -1.166036e-06
3.318000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.333964e+00, -1.162815e-06
3.319000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.337185e+00, -1.159598e-06
3.320000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.340402e+00, -1.156383e-06
3.321000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.343617e+00, -1.153170e-06
3.322000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.346830e+00, -1.149961e-06
3.323000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.350039e+00, -1.146755e-06
3.324000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.353245e+00, -1.143551e-06
3.325000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.356449e+00, -1.140350e-06
3.326000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.359650e+00, -1.137152e-06
3.327000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.362848e+00, -1.133957e-06
3.328000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.366043e+00, -1.130764e-06
3.329000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.369236e+00, -1.127575e-06
3.330000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.372425e+00, -1.124388e-06
3.331000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.375612e+00, -1.121204e-06
3.332000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.378796e+00, -1.118023e-06
3.333000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.381977e+00, -1.114844e-06
3.334000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.385156e+00, -1.111668e-06
3.335000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.388332e+00, -1.108496e-06
3.336000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.391504e+00, -1.105326e-06
3.337000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.394674e+00, -1.102158e-06
3.338000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.397842e+00, -1.098994e-06
3.339000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.401006e+00, -1.095832e-06
3.340000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.404168e+00, -1.092673e-06
3.341000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.407327e+00, -1.089517e-06
3.342000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.410483e+00, -1.086363e-06
3.343000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.413637e+00, -1.083213e-06
3.344000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.416787e+00, -1.080065e-06
3.345000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.419935e+00, -1.076920e-06
3.346000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.423080e+00, -1.073778e-06
3.347000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.426222e+00, -1.070638e-06
3.348000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.429362e+00, -1.067501e-06
3.349000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.432499e+00, -1.064367e-06
3.350000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.435633e+00, -1.061236e-06
3.351000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.438764e+00, -1.058107e-06
3.352000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.441893e+00, -1.054981e-06
3.353000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.445019e+00, -1.051858e-06
3.354000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.448142e+00, -1.048738e-06
3.355000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.451262e+00, -1.045620e-06
3.356000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.454380e+00, -1.042506e-06
3.357000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.457494e+00, -1.039393e-06
3.358000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.460607e+00, -1.036284e-06
3.359000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.463716e+00, -1.033177e-06
3.360000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.466823e+00, -1.030074e-06
3.361000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.469926e+00, -1.026972e-06
3.362000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.473028e+00, -1.023874e-06
3.363000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.476126e+00, -1.020778e-06
3.364000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.479222e+00, -1.017685e-06
3.365000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.482315e+00, -1.014595e-06
3.366000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.485405e+00, -1.011507e-06
3.367000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.488493e+00, -1.008422e-06
3.368000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.491578e+00, -1.005340e-06
3.369000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.494660e+00, -1.002261e-06
3.370000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.497739e+00, -9.991840e-07
3.371000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.500816e+00, -9.961100e-07
3.372000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.503890e+00, -9.930386e-07
3.373000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.506961e+00, -9.899700e-07
3.374000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.510030e+00, -9.869040e-07
3.375000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.513096e+00, -9.838408e-07
3.376000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.516159e+00, -9.807802e-07
3.377000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.519220e+00, -9.777223e-07
3.378000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.522278e+00, -9.746671e-07
3.379000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.525333e+00, -9.716146e-07
3.380000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.528385e+00, -9.685648e-07
3.381000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.531435e+00, -9.655177e-07
3.382000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.534482e+00, -9.624732e-07
3.383000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.537527e+00, -9.594314e-07
3.384000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.540569e+00, -9.563923e-07
3.385000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.543608e+00, -9.533558e-07
3.386000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.546644e+00, -9.503220e-07
3.387000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.549678e+00, -9.472909e-07
3.388000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.552709e+00, -9.442625e-07
3.389000e+00, 2.500000e+00, 5.000000e+00, 3.750000e+00, 1.555738e+00, -9.412367e-07
